,일시,수위(EL.m)
44518,2012-09-24 24시,4.86
44519,2012-09-25 01시,4.86
44520,2012-09-25 02시,4.86
44521,2012-09-25 03시,4.86
44522,2012-09-25 04시,4.85
44523,2012-09-25 05시,4.84
44524,2012-09-25 06시,4.83
44525,2012-09-25 07시,4.83
44526,2012-09-25 08시,4.82
44527,2012-09-25 09시,4.81
44528,2012-09-25 10시,4.81
44529,2012-09-25 11시,4.81
44530,2012-09-25 12시,4.83
44531,2012-09-25 13시,4.85
44532,2012-09-25 14시,4.87
44533,2012-09-25 15시,4.89
44534,2012-09-25 16시,4.91
44535,2012-09-25 17시,4.93
44536,2012-09-25 18시,4.94
44537,2012-09-25 19시,4.93
44538,2012-09-25 20시,4.91
44539,2012-09-25 21시,4.91
44540,2012-09-25 22시,4.88
44541,2012-09-25 23시,4.86
44542,2012-09-25 24시,4.85
44543,2012-09-26 01시,4.85
44544,2012-09-26 02시,4.84
44545,2012-09-26 03시,4.83
44546,2012-09-26 04시,4.83
44547,2012-09-26 05시,4.83
44548,2012-09-26 06시,4.83
44549,2012-09-26 07시,4.82
44550,2012-09-26 08시,4.81
44551,2012-09-26 09시,4.83
44552,2012-09-26 10시,4.84
44553,2012-09-26 11시,4.86
44554,2012-09-26 12시,4.86
44555,2012-09-26 13시,4.86
44556,2012-09-26 14시,4.87
44557,2012-09-26 15시,4.87
44558,2012-09-26 16시,4.87
44559,2012-09-26 17시,4.87
44560,2012-09-26 18시,4.88
44561,2012-09-26 19시,4.88
44562,2012-09-26 20시,4.89
44563,2012-09-26 21시,4.9
44564,2012-09-26 22시,4.9
44565,2012-09-26 23시,4.9
44566,2012-09-26 24시,4.9
44567,2012-09-27 01시,4.89
44568,2012-09-27 02시,4.88
44569,2012-09-27 03시,4.87
44570,2012-09-27 04시,4.87
44571,2012-09-27 05시,4.85
44572,2012-09-27 06시,4.85
44573,2012-09-27 07시,4.84
44574,2012-09-27 08시,4.84
44575,2012-09-27 09시,4.85
44576,2012-09-27 10시,4.86
44577,2012-09-27 11시,4.88
44578,2012-09-27 12시,4.91
44579,2012-09-27 13시,4.94
44580,2012-09-27 14시,4.94
44581,2012-09-27 15시,4.91
44582,2012-09-27 16시,4.88
44583,2012-09-27 17시,4.84
44584,2012-09-27 18시,4.84
44585,2012-09-27 19시,4.84
44586,2012-09-27 20시,4.85
44587,2012-09-27 21시,4.85
44588,2012-09-27 22시,4.87
44589,2012-09-27 23시,4.89
44590,2012-09-27 24시,4.89
44591,2012-09-28 01시,4.88
44592,2012-09-28 02시,4.87
44593,2012-09-28 03시,4.85
44594,2012-09-28 04시,4.84
44595,2012-09-28 05시,4.83
44596,2012-09-28 06시,4.82
44597,2012-09-28 07시,4.81
44598,2012-09-28 08시,4.81
44599,2012-09-28 09시,4.81
44600,2012-09-28 10시,4.81
44601,2012-09-28 11시,4.82
44602,2012-09-28 12시,4.82
44603,2012-09-28 13시,4.82
44604,2012-09-28 14시,4.82
44605,2012-09-28 15시,4.82
44606,2012-09-28 16시,4.82
44607,2012-09-28 17시,4.82
44608,2012-09-28 18시,4.83
44609,2012-09-28 19시,4.86
44610,2012-09-28 20시,4.87
44611,2012-09-28 21시,4.88
44612,2012-09-28 22시,4.9
44613,2012-09-28 23시,4.91
44614,2012-09-28 24시,4.9
44615,2012-09-29 01시,4.89
44616,2012-09-29 02시,4.89
44617,2012-09-29 03시,4.89
44618,2012-09-29 04시,4.88
44619,2012-09-29 05시,4.87
44620,2012-09-29 06시,4.89
44621,2012-09-29 07시,4.89
44622,2012-09-29 08시,4.89
44623,2012-09-29 09시,4.89
44624,2012-09-29 10시,4.89
44625,2012-09-29 11시,4.89
44626,2012-09-29 12시,4.89
44627,2012-09-29 13시,4.89
44628,2012-09-29 14시,4.89
44629,2012-09-29 15시,4.87
44630,2012-09-29 16시,4.84
44631,2012-09-29 17시,4.83
44632,2012-09-29 18시,4.83
44633,2012-09-29 19시,4.83
44634,2012-09-29 20시,4.82
44635,2012-09-29 21시,4.82
44636,2012-09-29 22시,4.82
44637,2012-09-29 23시,4.84
44638,2012-09-29 24시,4.84
44639,2012-09-30 01시,4.86
44640,2012-09-30 02시,4.9
44641,2012-09-30 03시,4.91
44642,2012-09-30 04시,4.91
44643,2012-09-30 05시,4.9
44644,2012-09-30 06시,4.89
44645,2012-09-30 07시,4.88
44646,2012-09-30 08시,4.86
44647,2012-09-30 09시,4.85
44648,2012-09-30 10시,4.83
44649,2012-09-30 11시,4.82
44650,2012-09-30 12시,4.81
44651,2012-09-30 13시,4.82
44652,2012-09-30 14시,4.82
44653,2012-09-30 15시,4.82
44654,2012-09-30 16시,4.82
44655,2012-09-30 17시,4.81
44656,2012-09-30 18시,4.78
44657,2012-09-30 19시,4.76
44658,2012-09-30 20시,4.76
44659,2012-09-30 21시,4.76
44660,2012-09-30 22시,4.76
44661,2012-09-30 23시,4.76
44662,2012-09-30 24시,4.77
44663,2012-10-01 01시,4.79
44664,2012-10-01 02시,4.8
44665,2012-10-01 03시,4.81
44666,2012-10-01 04시,4.82
44667,2012-10-01 05시,4.84
44668,2012-10-01 06시,4.84
44669,2012-10-01 07시,4.84
44670,2012-10-01 08시,4.84
44671,2012-10-01 09시,4.85
44672,2012-10-01 10시,4.85
44673,2012-10-01 11시,4.85
44674,2012-10-01 12시,4.85
44675,2012-10-01 13시,4.85
44676,2012-10-01 14시,4.86
44677,2012-10-01 15시,4.86
44678,2012-10-01 16시,4.86
44679,2012-10-01 17시,4.88
44680,2012-10-01 18시,4.89
44681,2012-10-01 19시,4.9
44682,2012-10-01 20시,4.88
44683,2012-10-01 21시,4.84
44684,2012-10-01 22시,4.82
44685,2012-10-01 23시,4.8
44686,2012-10-01 24시,4.8
44687,2012-10-02 01시,4.8
44688,2012-10-02 02시,4.8
44689,2012-10-02 03시,4.8
44690,2012-10-02 04시,4.82
44691,2012-10-02 05시,4.83
44692,2012-10-02 06시,4.84
44693,2012-10-02 07시,4.86
44694,2012-10-02 08시,4.86
44695,2012-10-02 09시,4.86
44696,2012-10-02 10시,4.88
44697,2012-10-02 11시,4.89
44698,2012-10-02 12시,4.89
44699,2012-10-02 13시,4.89
44700,2012-10-02 14시,4.89
44701,2012-10-02 15시,4.89
44702,2012-10-02 16시,4.88
44703,2012-10-02 17시,4.88
44704,2012-10-02 18시,4.85
44705,2012-10-02 19시,4.83
44706,2012-10-02 20시,4.83
44707,2012-10-02 21시,4.83
44708,2012-10-02 22시,4.85
44709,2012-10-02 23시,4.88
44710,2012-10-02 24시,4.88
44711,2012-10-03 01시,4.9
44712,2012-10-03 02시,4.91
44713,2012-10-03 03시,4.9
44714,2012-10-03 04시,4.9
44715,2012-10-03 05시,4.9
44716,2012-10-03 06시,4.88
44717,2012-10-03 07시,4.88
44718,2012-10-03 08시,4.88
44719,2012-10-03 09시,4.89
44720,2012-10-03 10시,4.88
44721,2012-10-03 11시,4.86
44722,2012-10-03 12시,4.86
44723,2012-10-03 13시,4.86
44724,2012-10-03 14시,4.86
44725,2012-10-03 15시,4.89
44726,2012-10-03 16시,4.91
44727,2012-10-03 17시,4.92
44728,2012-10-03 18시,4.91
44729,2012-10-03 19시,4.9
44730,2012-10-03 20시,4.89
44731,2012-10-03 21시,4.89
44732,2012-10-03 22시,4.87
44733,2012-10-03 23시,4.85
44734,2012-10-03 24시,4.85
44735,2012-10-04 01시,4.83
44736,2012-10-04 02시,4.82
44737,2012-10-04 03시,4.81
44738,2012-10-04 04시,4.82
44739,2012-10-04 05시,4.84
44740,2012-10-04 06시,4.84
44741,2012-10-04 07시,4.85
44742,2012-10-04 08시,4.86
44743,2012-10-04 09시,4.86
44744,2012-10-04 10시,4.84
44745,2012-10-04 11시,4.82
44746,2012-10-04 12시,4.81
44747,2012-10-04 13시,4.81
44748,2012-10-04 14시,4.81
44749,2012-10-04 15시,4.83
44750,2012-10-04 16시,4.86
44751,2012-10-04 17시,4.89
44752,2012-10-04 18시,4.88
44753,2012-10-04 19시,4.87
44754,2012-10-04 20시,4.86
44755,2012-10-04 21시,4.86
44756,2012-10-04 22시,4.87
44757,2012-10-04 23시,4.87
44758,2012-10-04 24시,4.88
44759,2012-10-05 01시,4.88
44760,2012-10-05 02시,4.89
44761,2012-10-05 03시,4.87
44762,2012-10-05 04시,4.85
44763,2012-10-05 05시,4.84
44764,2012-10-05 06시,4.82
44765,2012-10-05 07시,4.81
44766,2012-10-05 08시,4.81
44767,2012-10-05 09시,4.84
44768,2012-10-05 10시,4.86
44769,2012-10-05 11시,4.89
44770,2012-10-05 12시,4.89
44771,2012-10-05 13시,4.89
44772,2012-10-05 14시,4.89
44773,2012-10-05 15시,4.87
44774,2012-10-05 16시,4.86
44775,2012-10-05 17시,4.86
44776,2012-10-05 18시,4.86
44777,2012-10-05 19시,4.86
44778,2012-10-05 20시,4.85
44779,2012-10-05 21시,4.85
44780,2012-10-05 22시,4.86
44781,2012-10-05 23시,4.86
44782,2012-10-05 24시,4.86
44783,2012-10-06 01시,4.87
44784,2012-10-06 02시,4.88
44785,2012-10-06 03시,4.9
44786,2012-10-06 04시,4.92
44787,2012-10-06 05시,4.93
44788,2012-10-06 06시,4.91
44789,2012-10-06 07시,4.89
44790,2012-10-06 08시,4.89
44791,2012-10-06 09시,4.87
44792,2012-10-06 10시,4.86
44793,2012-10-06 11시,4.85
44794,2012-10-06 12시,4.84
44795,2012-10-06 13시,4.83
44796,2012-10-06 14시,4.82
44797,2012-10-06 15시,4.82
44798,2012-10-06 16시,4.81
44799,2012-10-06 17시,4.81
44800,2012-10-06 18시,4.81
44801,2012-10-06 19시,4.81
44802,2012-10-06 20시,4.81
44803,2012-10-06 21시,4.81
44804,2012-10-06 22시,4.81
44805,2012-10-06 23시,4.81
44806,2012-10-06 24시,4.81
44807,2012-10-07 01시,4.81
44808,2012-10-07 02시,4.81
44809,2012-10-07 03시,4.81
44810,2012-10-07 04시,4.81
44811,2012-10-07 05시,4.81
44812,2012-10-07 06시,4.81
44813,2012-10-07 07시,4.81
44814,2012-10-07 08시,4.81
44815,2012-10-07 09시,4.82
44816,2012-10-07 10시,4.85
44817,2012-10-07 11시,4.88
44818,2012-10-07 12시,4.88
44819,2012-10-07 13시,4.87
44820,2012-10-07 14시,4.87
44821,2012-10-07 15시,4.87
44822,2012-10-07 16시,4.87
44823,2012-10-07 17시,4.86
44824,2012-10-07 18시,4.86
44825,2012-10-07 19시,4.86
44826,2012-10-07 20시,4.85
44827,2012-10-07 21시,4.84
44828,2012-10-07 22시,4.84
44829,2012-10-07 23시,4.84
44830,2012-10-07 24시,4.84
44831,2012-10-08 01시,4.84
44832,2012-10-08 02시,4.85
44833,2012-10-08 03시,4.86
44834,2012-10-08 04시,4.86
44835,2012-10-08 05시,4.87
44836,2012-10-08 06시,4.89
44837,2012-10-08 07시,4.89
44838,2012-10-08 08시,4.89
44839,2012-10-08 09시,4.89
44840,2012-10-08 10시,4.89
44841,2012-10-08 11시,4.88
44842,2012-10-08 12시,4.87
44843,2012-10-08 13시,4.87
44844,2012-10-08 14시,4.89
44845,2012-10-08 15시,4.9
44846,2012-10-08 16시,4.91
44847,2012-10-08 17시,4.91
44848,2012-10-08 18시,4.88
44849,2012-10-08 19시,4.87
44850,2012-10-08 20시,4.87
44851,2012-10-08 21시,4.86
44852,2012-10-08 22시,4.84
44853,2012-10-08 23시,4.84
44854,2012-10-08 24시,4.84
44855,2012-10-09 01시,4.84
44856,2012-10-09 02시,4.84
44857,2012-10-09 03시,4.85
44858,2012-10-09 04시,4.85
44859,2012-10-09 05시,4.86
44860,2012-10-09 06시,4.87
44861,2012-10-09 07시,4.87
44862,2012-10-09 08시,4.87
44863,2012-10-09 09시,4.87
44864,2012-10-09 10시,4.87
44865,2012-10-09 11시,4.86
44866,2012-10-09 12시,4.85
44867,2012-10-09 13시,4.84
44868,2012-10-09 14시,4.84
44869,2012-10-09 15시,4.84
44870,2012-10-09 16시,4.84
44871,2012-10-09 17시,4.84
44872,2012-10-09 18시,4.84
44873,2012-10-09 19시,4.84
44874,2012-10-09 20시,4.84
44875,2012-10-09 21시,4.85
44876,2012-10-09 22시,4.85
44877,2012-10-09 23시,4.85
44878,2012-10-09 24시,4.86
44879,2012-10-10 01시,4.86
44880,2012-10-10 02시,4.86
44881,2012-10-10 03시,4.87
44882,2012-10-10 04시,4.87
44883,2012-10-10 05시,4.87
44884,2012-10-10 06시,4.87
44885,2012-10-10 07시,4.87
44886,2012-10-10 08시,4.87
44887,2012-10-10 09시,4.87
44888,2012-10-10 10시,4.87
44889,2012-10-10 11시,4.87
44890,2012-10-10 12시,4.87
44891,2012-10-10 13시,4.87
44892,2012-10-10 14시,4.88
44893,2012-10-10 15시,4.86
44894,2012-10-10 16시,4.84
44895,2012-10-10 17시,4.83
44896,2012-10-10 18시,4.86
44897,2012-10-10 19시,4.85
44898,2012-10-10 20시,4.84
44899,2012-10-10 21시,4.84
44900,2012-10-10 22시,4.84
44901,2012-10-10 23시,4.84
44902,2012-10-10 24시,4.84
44903,2012-10-11 01시,4.85
44904,2012-10-11 02시,4.86
44905,2012-10-11 03시,4.86
44906,2012-10-11 04시,4.86
44907,2012-10-11 05시,4.86
44908,2012-10-11 06시,4.87
44909,2012-10-11 07시,4.87
44910,2012-10-11 08시,4.87
44911,2012-10-11 09시,4.87
44912,2012-10-11 10시,4.87
44913,2012-10-11 11시,4.87
44914,2012-10-11 12시,4.87
44915,2012-10-11 13시,4.89
44916,2012-10-11 14시,4.89
44917,2012-10-11 15시,4.89
44918,2012-10-11 16시,4.89
44919,2012-10-11 17시,4.89
44920,2012-10-11 18시,4.89
44921,2012-10-11 19시,4.88
44922,2012-10-11 20시,4.87
44923,2012-10-11 21시,4.86
44924,2012-10-11 22시,4.84
44925,2012-10-11 23시,4.82
44926,2012-10-11 24시,4.82
44927,2012-10-12 01시,4.82
44928,2012-10-12 02시,4.81
44929,2012-10-12 03시,4.8
44930,2012-10-12 04시,4.8
44931,2012-10-12 05시,4.81
44932,2012-10-12 06시,4.82
44933,2012-10-12 07시,4.83
44934,2012-10-12 08시,4.84
44935,2012-10-12 09시,4.84
44936,2012-10-12 10시,4.84
44937,2012-10-12 11시,4.84
44938,2012-10-12 12시,4.84
44939,2012-10-12 13시,4.84
44940,2012-10-12 14시,4.84
44941,2012-10-12 15시,4.83
44942,2012-10-12 16시,4.83
44943,2012-10-12 17시,4.83
44944,2012-10-12 18시,4.83
44945,2012-10-12 19시,4.83
44946,2012-10-12 20시,4.85
44947,2012-10-12 21시,4.86
44948,2012-10-12 22시,4.88
44949,2012-10-12 23시,4.88
44950,2012-10-12 24시,4.89
44951,2012-10-13 01시,4.89
44952,2012-10-13 02시,4.89
44953,2012-10-13 03시,4.89
44954,2012-10-13 04시,4.89
44955,2012-10-13 05시,4.89
44956,2012-10-13 06시,4.89
44957,2012-10-13 07시,4.89
44958,2012-10-13 08시,4.88
44959,2012-10-13 09시,4.88
44960,2012-10-13 10시,4.89
44961,2012-10-13 11시,4.91
44962,2012-10-13 12시,4.91
44963,2012-10-13 13시,4.91
44964,2012-10-13 14시,4.92
44965,2012-10-13 15시,4.92
44966,2012-10-13 16시,4.92
44967,2012-10-13 17시,4.91
44968,2012-10-13 18시,4.9
44969,2012-10-13 19시,4.89
44970,2012-10-13 20시,4.89
44971,2012-10-13 21시,4.89
44972,2012-10-13 22시,4.89
44973,2012-10-13 23시,4.89
44974,2012-10-13 24시,4.89
44975,2012-10-14 01시,4.89
44976,2012-10-14 02시,4.89
44977,2012-10-14 03시,4.9
44978,2012-10-14 04시,4.9
44979,2012-10-14 05시,4.91
44980,2012-10-14 06시,4.91
44981,2012-10-14 07시,4.91
44982,2012-10-14 08시,4.91
44983,2012-10-14 09시,4.91
44984,2012-10-14 10시,4.9
44985,2012-10-14 11시,4.9
44986,2012-10-14 12시,4.94
44987,2012-10-14 13시,4.96
44988,2012-10-14 14시,4.96
44989,2012-10-14 15시,4.93
44990,2012-10-14 16시,4.89
44991,2012-10-14 17시,4.88
44992,2012-10-14 18시,4.86
44993,2012-10-14 19시,4.86
44994,2012-10-14 20시,4.86
44995,2012-10-14 21시,4.86
44996,2012-10-14 22시,4.86
44997,2012-10-14 23시,4.86
44998,2012-10-14 24시,4.84
44999,2012-10-15 01시,4.84
45000,2012-10-15 02시,4.84
45001,2012-10-15 03시,4.84
45002,2012-10-15 04시,4.83
45003,2012-10-15 05시,4.83
45004,2012-10-15 06시,4.83
45005,2012-10-15 07시,4.83
45006,2012-10-15 08시,4.83
45007,2012-10-15 09시,4.83
45008,2012-10-15 10시,4.83
45009,2012-10-15 11시,4.83
45010,2012-10-15 12시,4.84
45011,2012-10-15 13시,4.84
45012,2012-10-15 14시,4.84
45013,2012-10-15 15시,4.84
45014,2012-10-15 16시,4.84
45015,2012-10-15 17시,4.84
45016,2012-10-15 18시,4.84
45017,2012-10-15 19시,4.84
45018,2012-10-15 20시,4.84
45019,2012-10-15 21시,4.85
45020,2012-10-15 22시,4.87
45021,2012-10-15 23시,4.89
45022,2012-10-15 24시,4.91
45023,2012-10-16 01시,4.91
45024,2012-10-16 02시,4.91
45025,2012-10-16 03시,4.91
45026,2012-10-16 04시,4.91
45027,2012-10-16 05시,4.91
45028,2012-10-16 06시,4.91
45029,2012-10-16 07시,4.91
45030,2012-10-16 08시,4.91
45031,2012-10-16 09시,4.91
45032,2012-10-16 10시,4.91
45033,2012-10-16 11시,4.91
45034,2012-10-16 12시,4.91
45035,2012-10-16 13시,4.91
45036,2012-10-16 14시,4.91
45037,2012-10-16 15시,4.91
45038,2012-10-16 16시,4.91
45039,2012-10-16 17시,4.91
45040,2012-10-16 18시,4.91
45041,2012-10-16 19시,4.91
45042,2012-10-16 20시,4.91
45043,2012-10-16 21시,4.91
45044,2012-10-16 22시,4.91
45045,2012-10-16 23시,4.91
45046,2012-10-16 24시,4.91
45047,2012-10-17 01시,4.91
45048,2012-10-17 02시,4.91
45049,2012-10-17 03시,4.91
45050,2012-10-17 04시,4.91
45051,2012-10-17 05시,4.91
45052,2012-10-17 06시,4.91
45053,2012-10-17 07시,4.91
45054,2012-10-17 08시,4.91
45055,2012-10-17 09시,4.91
45056,2012-10-17 10시,4.895
45057,2012-10-17 11시,4.895
45058,2012-10-17 12시,4.885
45059,2012-10-17 13시,4.865
45060,2012-10-17 14시,4.855
45061,2012-10-17 15시,4.835
45062,2012-10-17 16시,4.825
45063,2012-10-17 17시,4.825
45064,2012-10-17 18시,4.825
45065,2012-10-17 19시,4.855
45066,2012-10-17 20시,4.855
45067,2012-10-17 21시,4.845
45068,2012-10-17 22시,4.825
45069,2012-10-17 23시,4.825
45070,2012-10-17 24시,4.815
45071,2012-10-18 01시,4.805
45072,2012-10-18 02시,4.805
45073,2012-10-18 03시,4.805
45074,2012-10-18 04시,4.805
45075,2012-10-18 05시,4.815
45076,2012-10-18 06시,4.825
45077,2012-10-18 07시,4.835
45078,2012-10-18 08시,4.835
45079,2012-10-18 09시,4.835
45080,2012-10-18 10시,4.835
45081,2012-10-18 11시,4.825
45082,2012-10-18 12시,4.825
45083,2012-10-18 13시,4.825
45084,2012-10-18 14시,4.825
45085,2012-10-18 15시,4.835
45086,2012-10-18 16시,4.845
45087,2012-10-18 17시,4.845
45088,2012-10-18 18시,4.855
45089,2012-10-18 19시,4.855
45090,2012-10-18 20시,4.855
45091,2012-10-18 21시,4.845
45092,2012-10-18 22시,4.835
45093,2012-10-18 23시,4.835
45094,2012-10-18 24시,4.835
45095,2012-10-19 01시,4.825
45096,2012-10-19 02시,4.825
45097,2012-10-19 03시,4.825
45098,2012-10-19 04시,4.835
45099,2012-10-19 05시,4.845
45100,2012-10-19 06시,4.855
45101,2012-10-19 07시,4.855
45102,2012-10-19 08시,4.865
45103,2012-10-19 09시,4.865
45104,2012-10-19 10시,4.865
45105,2012-10-19 11시,4.855
45106,2012-10-19 12시,4.845
45107,2012-10-19 13시,4.835
45108,2012-10-19 14시,4.825
45109,2012-10-19 15시,4.825
45110,2012-10-19 16시,4.815
45111,2012-10-19 17시,4.815
45112,2012-10-19 18시,4.815
45113,2012-10-19 19시,4.815
45114,2012-10-19 20시,4.815
45115,2012-10-19 21시,4.825
45116,2012-10-19 22시,4.835
45117,2012-10-19 23시,4.845
45118,2012-10-19 24시,4.845
45119,2012-10-20 01시,4.845
45120,2012-10-20 02시,4.845
45121,2012-10-20 03시,4.845
45122,2012-10-20 04시,4.835
45123,2012-10-20 05시,4.835
45124,2012-10-20 06시,4.835
45125,2012-10-20 07시,4.835
45126,2012-10-20 08시,4.835
45127,2012-10-20 09시,4.835
45128,2012-10-20 10시,4.835
45129,2012-10-20 11시,4.835
45130,2012-10-20 12시,4.835
45131,2012-10-20 13시,4.835
45132,2012-10-20 14시,4.835
45133,2012-10-20 15시,4.845
45134,2012-10-20 16시,4.855
45135,2012-10-20 17시,4.855
45136,2012-10-20 18시,4.865
45137,2012-10-20 19시,4.865
45138,2012-10-20 20시,4.875
45139,2012-10-20 21시,4.875
45140,2012-10-20 22시,4.875
45141,2012-10-20 23시,4.865
45142,2012-10-20 24시,4.865
45143,2012-10-21 01시,4.855
45144,2012-10-21 02시,4.855
45145,2012-10-21 03시,4.845
45146,2012-10-21 04시,4.845
45147,2012-10-21 05시,4.845
45148,2012-10-21 06시,4.845
45149,2012-10-21 07시,4.845
45150,2012-10-21 08시,4.845
45151,2012-10-21 09시,4.845
45152,2012-10-21 10시,4.845
45153,2012-10-21 11시,4.845
45154,2012-10-21 12시,4.845
45155,2012-10-21 13시,4.845
45156,2012-10-21 14시,4.845
45157,2012-10-21 15시,4.845
45158,2012-10-21 16시,4.845
45159,2012-10-21 17시,4.845
45160,2012-10-21 18시,4.845
45161,2012-10-21 19시,4.835
45162,2012-10-21 20시,4.835
45163,2012-10-21 21시,4.835
45164,2012-10-21 22시,4.835
45165,2012-10-21 23시,4.835
45166,2012-10-21 24시,4.835
45167,2012-10-22 01시,4.835
45168,2012-10-22 02시,4.835
45169,2012-10-22 03시,4.835
45170,2012-10-22 04시,4.835
45171,2012-10-22 05시,4.835
45172,2012-10-22 06시,4.835
45173,2012-10-22 07시,4.835
45174,2012-10-22 08시,4.845
45175,2012-10-22 09시,4.845
45176,2012-10-22 10시,4.855
45177,2012-10-22 11시,4.855
45178,2012-10-22 12시,4.855
45179,2012-10-22 13시,4.845
45180,2012-10-22 14시,4.845
45181,2012-10-22 15시,4.845
45182,2012-10-22 16시,4.845
45183,2012-10-22 17시,4.825
45184,2012-10-22 18시,4.825
45185,2012-10-22 19시,4.825
45186,2012-10-22 20시,4.825
45187,2012-10-22 21시,4.825
45188,2012-10-22 22시,4.825
45189,2012-10-22 23시,4.835
45190,2012-10-22 24시,4.855
45191,2012-10-23 01시,4.885
45192,2012-10-23 02시,4.895
45193,2012-10-23 03시,4.895
45194,2012-10-23 04시,4.905
45195,2012-10-23 05시,4.885
45196,2012-10-23 06시,4.855
45197,2012-10-23 07시,4.855
45198,2012-10-23 08시,4.855
45199,2012-10-23 09시,4.845
45200,2012-10-23 10시,4.845
45201,2012-10-23 11시,4.845
45202,2012-10-23 12시,4.845
45203,2012-10-23 13시,4.845
45204,2012-10-23 14시,4.845
45205,2012-10-23 15시,4.845
45206,2012-10-23 16시,4.845
45207,2012-10-23 17시,4.845
45208,2012-10-23 18시,4.845
45209,2012-10-23 19시,4.845
45210,2012-10-23 20시,4.845
45211,2012-10-23 21시,4.835
45212,2012-10-23 22시,4.855
45213,2012-10-23 23시,4.875
45214,2012-10-23 24시,4.885
45215,2012-10-24 01시,4.895
45216,2012-10-24 02시,4.905
45217,2012-10-24 03시,4.925
45218,2012-10-24 04시,4.925
45219,2012-10-24 05시,4.925
45220,2012-10-24 06시,4.925
45221,2012-10-24 07시,4.925
45222,2012-10-24 08시,4.915
45223,2012-10-24 09시,4.895
45224,2012-10-24 10시,4.895
45225,2012-10-24 11시,4.885
45226,2012-10-24 12시,4.865
45227,2012-10-24 13시,4.845
45228,2012-10-24 14시,4.835
45229,2012-10-24 15시,4.815
45230,2012-10-24 16시,4.805
45231,2012-10-24 17시,4.795
45232,2012-10-24 18시,4.795
45233,2012-10-24 19시,4.795
45234,2012-10-24 20시,4.805
45235,2012-10-24 21시,4.835
45236,2012-10-24 22시,4.845
45237,2012-10-24 23시,4.845
45238,2012-10-24 24시,4.865
45239,2012-10-25 01시,4.865
45240,2012-10-25 02시,4.865
45241,2012-10-25 03시,4.865
45242,2012-10-25 04시,4.865
45243,2012-10-25 05시,4.865
45244,2012-10-25 06시,4.845
45245,2012-10-25 07시,4.845
45246,2012-10-25 08시,4.845
45247,2012-10-25 09시,4.845
45248,2012-10-25 10시,4.845
45249,2012-10-25 11시,4.845
45250,2012-10-25 12시,4.845
45251,2012-10-25 13시,4.845
45252,2012-10-25 14시,4.845
45253,2012-10-25 15시,4.845
45254,2012-10-25 16시,4.845
45255,2012-10-25 17시,4.845
45256,2012-10-25 18시,4.845
45257,2012-10-25 19시,4.845
45258,2012-10-25 20시,4.845
45259,2012-10-25 21시,4.845
45260,2012-10-25 22시,4.845
45261,2012-10-25 23시,4.845
45262,2012-10-25 24시,4.845
45263,2012-10-26 01시,4.845
45264,2012-10-26 02시,4.845
45265,2012-10-26 03시,4.845
45266,2012-10-26 04시,4.845
45267,2012-10-26 05시,4.845
45268,2012-10-26 06시,4.845
45269,2012-10-26 07시,4.845
45270,2012-10-26 08시,4.855
45271,2012-10-26 09시,4.855
45272,2012-10-26 10시,4.855
45273,2012-10-26 11시,4.855
45274,2012-10-26 12시,4.855
45275,2012-10-26 13시,4.855
45276,2012-10-26 14시,4.855
45277,2012-10-26 15시,4.845
45278,2012-10-26 16시,4.845
45279,2012-10-26 17시,4.835
45280,2012-10-26 18시,4.835
45281,2012-10-26 19시,4.835
45282,2012-10-26 20시,4.845
45283,2012-10-26 21시,4.845
45284,2012-10-26 22시,4.845
45285,2012-10-26 23시,4.855
45286,2012-10-26 24시,4.855
45287,2012-10-27 01시,4.855
45288,2012-10-27 02시,4.855
45289,2012-10-27 03시,4.855
45290,2012-10-27 04시,4.855
45291,2012-10-27 05시,4.855
45292,2012-10-27 06시,4.855
45293,2012-10-27 07시,4.855
45294,2012-10-27 08시,4.855
45295,2012-10-27 09시,4.865
45296,2012-10-27 10시,4.885
45297,2012-10-27 11시,4.885
45298,2012-10-27 12시,4.875
45299,2012-10-27 13시,4.865
45300,2012-10-27 14시,4.855
45301,2012-10-27 15시,4.835
45302,2012-10-27 16시,4.825
45303,2012-10-27 17시,4.825
45304,2012-10-27 18시,4.825
45305,2012-10-27 19시,4.825
45306,2012-10-27 20시,4.835
45307,2012-10-27 21시,4.845
45308,2012-10-27 22시,4.845
45309,2012-10-27 23시,4.845
45310,2012-10-27 24시,4.845
45311,2012-10-28 01시,4.845
45312,2012-10-28 02시,4.845
45313,2012-10-28 03시,4.845
45314,2012-10-28 04시,4.855
45315,2012-10-28 05시,4.865
45316,2012-10-28 06시,4.875
45317,2012-10-28 07시,4.875
45318,2012-10-28 08시,4.875
45319,2012-10-28 09시,4.875
45320,2012-10-28 10시,4.875
45321,2012-10-28 11시,4.855
45322,2012-10-28 12시,4.855
45323,2012-10-28 13시,4.855
45324,2012-10-28 14시,4.855
45325,2012-10-28 15시,4.845
45326,2012-10-28 16시,4.845
45327,2012-10-28 17시,4.845
45328,2012-10-28 18시,4.835
45329,2012-10-28 19시,4.835
45330,2012-10-28 20시,4.835
45331,2012-10-28 21시,4.835
45332,2012-10-28 22시,4.835
45333,2012-10-28 23시,4.835
45334,2012-10-28 24시,4.835
45335,2012-10-29 01시,4.835
45336,2012-10-29 02시,4.835
45337,2012-10-29 03시,4.835
45338,2012-10-29 04시,4.835
45339,2012-10-29 05시,4.835
