Unnamed: 0,수산대교(창원)_수위,여의리(의령군)_수위,의령군(정암교)_수위,함안군(서출리)_수위,합천군(적포교)_수위,date,time
42948,0.0476758045292014,0.1688084112149532,0.0554187192118226,0.1716867469879517,0.1696938245978204,2017-07-21,13
42949,0.0488676996424314,0.1688084112149532,0.0541871921182266,0.1726907630522088,0.1650233523611831,2017-07-21,14
42950,0.0488676996424314,0.1676401869158878,0.0517241379310344,0.1676706827309236,0.1650233523611831,2017-07-21,15
42951,0.0476758045292014,0.1664719626168224,0.0492610837438423,0.1646586345381525,0.1655422937208095,2017-07-21,16
42952,0.0476758045292014,0.1658878504672897,0.0480295566502463,0.1606425702811244,0.1634665282823041,2017-07-21,17
42953,0.0500595947556615,0.165303738317757,0.0467980295566502,0.1596385542168674,0.161909704203425,2017-07-21,18
42954,0.0464839094159713,0.1647196261682243,0.0443349753694581,0.1616465863453815,0.1660612350804359,2017-07-21,19
42955,0.0488676996424314,0.1658878504672897,0.043103448275862,0.1686746987951807,0.167618059159315,2017-07-21,20
42956,0.0536352800953515,0.1670560747663551,0.041871921182266,0.1706827309236947,0.1650233523611831,2017-07-21,21
42957,0.0595947556615017,0.1670560747663551,0.0394088669950739,0.1716867469879517,0.1665801764400622,2017-07-21,22
42958,0.0584028605482717,0.1670560747663551,0.0381773399014778,0.1656626506024096,0.1660612350804359,2017-07-21,23
42959,0.0548271752085816,0.1658878504672897,0.0369458128078817,0.1636546184738955,0.1624286455630513,2017-07-22,0
42960,0.0500595947556615,0.1647196261682243,0.0357142857142857,0.1636546184738955,0.161909704203425,2017-07-22,1
42961,0.0488676996424314,0.1641355140186916,0.0344827586206896,0.1616465863453815,0.1660612350804359,2017-07-22,2
42962,0.0488676996424314,0.1647196261682243,0.0344827586206896,0.1586345381526104,0.1660612350804359,2017-07-22,3
42963,0.0452920143027413,0.165303738317757,0.0344827586206896,0.1656626506024096,0.1608718214841722,2017-07-22,4
